precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count,precursor_formulas_set
"['TiO2', 'Na2CO3', 'Nb2O5', 'BaCO3']",Ba0.3Na0.7Ti0.3Nb0.7O3,0.3 BaCO3 + 0.35 Na2CO3 + 0.35 Nb2O5 + 0.3 TiO2 == 1 Ba0.3Na0.7Ti0.3Nb0.7O3 + 0.65 CO2,2006,"['calcined', 'sintered', 'fired']","[[1000.0], [1280.0], []]","[[2.0], [2.0], []]",1265.0,2.5,1089.925,1.5,10.1111/j.1551-2916.2006.01172.x,True,4,"['BaCO3', 'Na2CO3', 'Nb2O5', 'TiO2']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.3Sr0.7Ti1O3,0.3 BaCO3 + 0.7 SrCO3 + 1 TiO2 == 1 Ba0.3Sr0.7TiO3 + 1 CO2,2006,"['maintained', 'annealed']","[[780.0], [550.0]]","[[], []]",1000.0,,1050.0,3.0,10.1016/j.matlet.2005.11.004,True,3,"['BaCO3', 'SrCO3', 'TiO2']"
"['SrTiO3', 'BaTiO3']",Ba0.3Sr0.7Ti1O3,0.3 BaTiO3 + 0.7 SrTiO3 == 1 Ba0.3Sr0.7TiO3,2005,"['treated', 'sintering', 'heated']","[[550.0], [1200.0], [600.0]]","[[2.0], [2.0], []]",1200.0,3.0,,,10.1063/1.1947390,True,2,"['BaTiO3', 'SrTiO3']"
"['SrCO3', 'Nb2O5', 'BaCO3']",Ba0.47Sr0.53Nb2O6,0.47 BaCO3 + 1 Nb2O5 + 0.53 SrCO3 == 1 Sr0.53Ba0.47Nb2O6 + 1 CO2,2006,"['calcined', 'sintering']","[[1200.0], [1300.0]]","[[3.0], [3.0]]",1300.0,3.0,1200.0,3.0,10.1016/j.ssi.2005.12.006,True,4,"['BaCO3', 'Nb2O5', 'SrCO3']"
"['CaCO3', 'MnCO3', 'BaCO3', 'TiO2', 'La2O3']",Ba0.4Ca0.2La0.4Ti0.6Mn0.4O3,0.4 BaCO3 + 0.2 CaCO3 + 0.2 La2O3 + 0.4 MnCO3 + 0.1 O2 + 0.6 TiO2 == 1 La0.4Ba0.4Ca0.2Mn0.4Ti0.6O3 + 1 CO2,2004,"['heated', 'heating', 'sintered']","[[1025.0, 900.0], [1100.0], [1100.0]]","[[48.0, 12.0], [40.0], [3.0]]",1125.0,4.5,,,10.1016/j.jssc.2004.05.009,True,2,"['BaCO3', 'CaCO3', 'La2O3', 'MnCO3', 'TiO2']"
"['La2O3', 'In2O3', 'BaCO3']",Ba0.4La0.6In1O3,0.4 BaCO3 + 0.5 In2O3 + 0.3 La2O3 + 0.1 O2 == 1 La0.6Ba0.4InO3 + 0.4 CO2,2014,"['calcined', 'heated', 'heated', 'sintered']","[[1100.0], [200.0], [1200.0], [1500.0]]","[[1.0], [24.0], [10.0], [10.0]]",1500.0,10.0,1100.0,1.0,10.1016/j.jpowsour.2014.06.006,True,4,"['BaCO3', 'In2O3', 'La2O3']"
"['Sc2O3', 'La2O3', 'BaCO3']",Ba0.4La0.6Sc1O2.8,0.4 BaCO3 + 0.3 La2O3 + 0.5 Sc2O3 == 1 La0.6Ba0.4ScO2.8 + 0.4 CO2,2001,"['calcined', 'heated', 'sintered', 'heated']","[[1100.0], [1500.0], [1600.0], [600.0]]","[[1.0], [5.0], [10.0], [2.0]]",1600.0,10.0,1100.0,1.0,10.1016/s0167-2738(01)00887-6,True,4,"['BaCO3', 'La2O3', 'Sc2O3']"
"['Nb2O5', 'SrCO3', 'Ba(NO3)2']",Ba0.4Sr0.6Nb2O6,0.4 Ba(NO3)2 + 1 Nb2O5 + 0.6 SrCO3 + 0.8 [OH-] == 1 Sr0.6Ba0.4Nb2O6 + 0.6 CO2 + 0.4 H2O + 0.8 [NO3-],2005,['calcined'],[[1200.0]],[[3.0]],,,1200.0,3.0,10.1016/j.mseb.2004.11.018,True,2,"['Ba(NO3)2', 'Nb2O5', 'SrCO3']"
"['SrCO3', 'Nb2O5', 'BaCO3']",Ba0.4Sr0.6Nb2O6,0.4 BaCO3 + 1 Nb2O5 + 0.6 SrCO3 == 1 Sr0.6Ba0.4Nb2O6 + 1 CO2,2002,['calcined'],"[[1200.0, 1100.0]]",[[]],1325.0,6.0,975.0,2.0,10.1016/s0167-577x(02)00637-7,True,4,"['BaCO3', 'Nb2O5', 'SrCO3']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.4Sr0.6Ti1O3,0.4 BaCO3 + 0.6 SrCO3 + 1 TiO2 == 1 Ba0.4Sr0.6TiO3 + 1 CO2,2007,['kept'],[[650.0]],[[]],1246.6666666666667,3.0,1182.5,3.75,10.1016/j.ceramint.2005.12.016,True,4,"['BaCO3', 'SrCO3', 'TiO2']"
"['SrTiO3', 'BaTiO3']",Ba0.4Sr0.6Ti1O3,0.4 BaTiO3 + 0.6 SrTiO3 == 1 Ba0.4Sr0.6TiO3,2012,"['burned', 'sintered']","[[550.0], [1350.0]]","[[6.0], [4.0]]",1400.0,10.666666666666666,1175.0,3.0,10.1016/j.ceramint.2012.02.091,True,4,"['BaTiO3', 'SrTiO3']"
"['CaO', 'Bi2O3', 'SrO', 'PbO', 'BaO2', 'Tl2O3', 'CuO']",Ba0.4Sr1.6Ca2Tl0.8Cu3Bi0.2Pb0.2O1,0.4 BaO2 + 0.1 Bi2O3 + 2 CaO + 3 CuO + 0.2 PbO + 1.6 SrO + 0.4 Tl2O3 == 1 Tl0.8Pb0.2Bi0.2Sr1.6Ba0.4Ca2Cu3O + 4.05 O2,2001,"['treated', 'annealed', 'annealed']","[[920.0, 910.0], [700.0], [905.0]]","[[10.0, 20.0, 20.0], [3.0], [7.5]]",,,905.0,7.5,10.1016/s0921-4534(00)01567-7,True,2,"['BaO2', 'Bi2O3', 'CaO', 'CuO', 'PbO', 'SrO', 'Tl2O3']"
"['SrCO3', 'CuO', 'BaCO3']",Ba0.4Sr1.6Cu1O3,0.4 BaCO3 + 1 CuO + 1.6 SrCO3 == 1 Ba0.4Sr1.6CuO3 + 2 CO2,1997,"['calcined', 'fired', 'done', 'sintered']","[[650.0], [800.0], [], [950.0]]","[[10.0], [], [], []]",950.0,,650.0,10.0,10.1021/cm960378p,True,3,"['BaCO3', 'CuO', 'SrCO3']"
"['La2O3', 'SrCO3', 'CuO', 'BaCO3']",Ba0.4Sr1La1.6Cu2O6,0.4 BaCO3 + 2 CuO + 0.8 La2O3 + 0.1 O2 + 1 SrCO3 == 1 La1.6Ba0.4SrCu2O6 + 1.4 CO2,1997,"['calcining', 'treated', 'heating', 'evacuation']","[[1050.0], [], [], []]","[[], [], [], []]",,,1050.0,,10.1021/cm960254c,True,1,"['BaCO3', 'CuO', 'La2O3', 'SrCO3']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.55Sr0.45Ti1O3,0.55 BaCO3 + 0.45 SrCO3 + 1 TiO2 == 1 Ba0.55Sr0.45TiO3 + 1 CO2,2006,['calcined'],[[1150.0]],[[2.0]],,,1125.0,2.0,10.1016/j.materresbull.2006.01.003,True,2,"['BaCO3', 'SrCO3', 'TiO2']"
"['Nd2O3', 'ZnO', 'CaCO3', 'BaCO3']",Ba0.5Ca0.5Nd2Zn1O5,0.5 BaCO3 + 0.5 CaCO3 + 1 Nd2O3 + 1 ZnO == 1 Nd2Ba0.5Ca0.5ZnO5 + 1 CO2,2001,"['calcined', 'sintered', 'annealed']","[[950.0], [], [850.0]]","[[20.0], [2.0], [2.0]]",,2.0,850.0,2.0,10.1016/s0955-2219(01)00104-2,True,3,"['BaCO3', 'CaCO3', 'Nd2O3', 'ZnO']"
"['La2O3', 'Co3O4', 'BaCO3']",Ba0.5La0.5Co1O3,0.5 BaCO3 + 0.333 Co3O4 + 0.25 La2O3 + 0.208 O2 == 1 La0.5Ba0.5CoO3 + 0.5 CO2,2008,"['heated', 'annealed']","[[1200.0], []]","[[12.0], []]",,,1150.0,,10.1021/cm703314p,True,1,"['BaCO3', 'Co3O4', 'La2O3']"
"['La2O3', 'Fe2O3', 'BaCO3']",Ba0.5La0.5Fe1O3,0.5 BaCO3 + 0.5 Fe2O3 + 0.25 La2O3 + 0.125 O2 == 1 La0.5Ba0.5FeO3 + 0.5 CO2,2010,['fired'],[[1196.85]],[[15.0]],1226.85,24.0,926.85,24.0,10.1016/j.jmmm.2010.06.031,True,4,"['BaCO3', 'Fe2O3', 'La2O3']"
"['TiO2', 'La2O3', 'MnO2', 'BaCO3']",Ba0.5La0.5Ti0.3Mn0.7O3,0.5 BaCO3 + 0.25 La2O3 + 0.7 MnO2 + 0.3 TiO2 == 1 Ba0.5La0.5Ti0.3Mn0.7O3 + 0.5 CO2 + 0.125 O2,2014,"['calcined', 'sintered']","[[1350.0], [1350.0]]","[[24.0], [24.0]]",1350.0,24.0,1350.0,24.0,10.1016/j.ssi.2014.07.006,True,4,"['BaCO3', 'La2O3', 'MnO2', 'TiO2']"
"['Co2O3', 'Sr(NO3)2', 'Ba(NO3)2', 'Fe2O3']",Ba0.5Sr0.5Fe0.2Co0.8O3,0.5 Ba(NO3)2 + 0.4 Co2O3 + 0.1 Fe2O3 + 0.25 O2 + 0.5 Sr(NO3)2 + 2 [OH-] == 1 Ba0.5Sr0.5Co0.8Fe0.2O3 + 1 H2O + 2 [NO3-],2014,['annealed'],[[1250.0]],[[]],,,1250.0,,10.1016/j.memsci.2014.06.022,True,1,"['Ba(NO3)2', 'Co2O3', 'Fe2O3', 'Sr(NO3)2']"
"['Ba(NO3)3', 'Fe(NO3)3', 'Sr(NO3)2', 'Co(NO3)2']",Ba0.5Sr0.5Fe0.2Co0.8O3,0.5 Ba(NO3)3 + 0.8 Co(NO3)2·6H2O + 0.2 Fe(NO3)3·9H2O + 0.325 O2 + 0.5 Sr(NO3)2 + 4.7 [OH-] == 1 Ba0.5Sr0.5Co0.8Fe0.2O3 + 8.95 H2O + 4.7 [NO3-],2009,['calcined'],[[1000.0]],[[4.0]],,,1000.0,4.0,10.1016/j.jpowsour.2009.06.062,True,2,"['Ba(NO3)3', 'Co(NO3)2', 'Fe(NO3)3', 'Sr(NO3)2']"
"['Co2O3', 'SrCO3', 'Fe2O3', 'BaCO3']",Ba0.5Sr0.5Fe0.2Co0.8O3,0.5 BaCO3 + 0.4 Co2O3 + 0.1 Fe2O3 + 0.25 O2 + 0.5 SrCO3 == 1 Ba0.5Sr0.5Co0.8Fe0.2O3 + 1 CO2,2006,"['sintered', 'held']","[[1150.0], []]","[[15.0], [5.0]]",1137.5,12.5,999.97,6.2,10.1016/j.memsci.2006.02.038,True,4,"['BaCO3', 'Co2O3', 'Fe2O3', 'SrCO3']"
"['Co2O3', 'Fe3O4', 'SrCO3', 'BaCO3']",Ba0.5Sr0.5Fe0.2Co0.8O3,0.5 BaCO3 + 0.4 Co2O3 + 0.067 Fe3O4 + 0.267 O2 + 0.5 SrCO3 == 1 Ba0.5Sr0.5Co0.8Fe0.2O3 + 1 CO2,2009,"['calcined', 'sintered']","[[1150.0, 900.0, 700.0], [1100.0]]","[[8.0, 6.0, 5.0], [12.0]]",1100.0,12.0,1150.0,8.0,10.1021/cm902094q,True,4,"['BaCO3', 'Co2O3', 'Fe3O4', 'SrCO3']"
"['SrCO3', 'Co3O4', 'Fe2O3', 'BaCO3']",Ba0.5Sr0.5Fe0.2Co0.8O3,0.5 BaCO3 + 0.267 Co3O4 + 0.1 Fe2O3 + 0.317 O2 + 0.5 SrCO3 == 1 Ba0.5Sr0.5Co0.8Fe0.2O3 + 1 CO2,2010,"['calcined', 'sintered']","[[1050.0], [1100.0]]","[[10.0], [10.0]]",1093.3333333333333,12.0,990.0,6.25,10.1016/j.ssi.2010.03.005,True,4,"['BaCO3', 'Co3O4', 'Fe2O3', 'SrCO3']"
"['SrCO3', 'CoCO3', 'Fe2O3', 'BaCO3']",Ba0.5Sr0.5Fe0.2Co0.8O3,0.5 BaCO3 + 0.8 CoCO3 + 0.1 Fe2O3 + 0.45 O2 + 0.5 SrCO3 == 1 Ba0.5Sr0.5Co0.8Fe0.2O3 + 1.8 CO2,2009,"['calcined', 'sintered']","[[1200.0, 1250.0], [1100.0, 1200.0]]","[[], []]",1100.0,,1200.0,,10.1016/j.memsci.2009.03.041,True,2,"['BaCO3', 'CoCO3', 'Fe2O3', 'SrCO3']"
"['Fe2O3', 'SrCO3', 'CuO', 'BaCO3']",Ba0.5Sr0.5Fe0.8Cu0.2O3,0.5 BaCO3 + 0.2 CuO + 0.4 Fe2O3 + 0.3 O2 + 0.5 SrCO3 == 1 Ba0.5Sr0.5Cu0.2Fe0.8O3 + 1 CO2,2012,"['calcined', 'sintering']","[[850.0], [1000.0]]","[[10.0], [10.0]]",1000.0,10.0,850.0,10.0,10.1016/j.jpowsour.2012.04.052,True,4,"['BaCO3', 'CuO', 'Fe2O3', 'SrCO3']"
"['SrCO3', 'Nb2O5', 'BaCO3']",Ba0.5Sr0.5Nb2O6,0.5 BaCO3 + 1 Nb2O5 + 0.5 SrCO3 == 1 Sr0.5Ba0.5Nb2O6 + 1 CO2,2004,['calcined'],[[1300.0]],[[6.0]],1100.0,3.0,1189.97,4.2,10.1016/s0955-2219(03)00422-9,True,4,"['BaCO3', 'Nb2O5', 'SrCO3']"
"['Nd2O3', 'ZnO', 'SrCO3', 'BaCO3']",Ba0.5Sr0.5Nd2Zn1O5,0.5 BaCO3 + 1 Nd2O3 + 0.5 SrCO3 + 1 ZnO == 1 Nd2Ba0.5Sr0.5ZnO5 + 1 CO2,2001,"['calcined', 'sintered', 'annealed']","[[950.0], [], [850.0]]","[[20.0], [2.0], [2.0]]",,2.0,850.0,2.0,10.1016/s0955-2219(01)00104-2,True,3,"['BaCO3', 'Nd2O3', 'SrCO3', 'ZnO']"
"['TiO2', 'SrCO2', 'BaCO3']",Ba0.5Sr0.5Ti1O3,0.5 BaCO3 + 0.25 O2 + 0.5 SrCO2 + 1 TiO2 == 1 Ba0.5Sr0.5TiO3 + 1 CO2,2008,['calcined'],[[1100.0]],[[2.0]],,,1100.0,2.0,10.1016/j.jeurceramsoc.2008.04.034,True,2,"['BaCO3', 'SrCO2', 'TiO2']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.5Sr0.5Ti1O3,0.5 BaCO3 + 0.5 SrCO3 + 1 TiO2 == 1 Ba0.5Sr0.5TiO3 + 1 CO2,2003,['calcination'],[[1150.0]],[[]],1258.0,3.0,1119.97,2.6666666666666665,10.1016/s0955-2219(03)00136-5,True,4,"['BaCO3', 'SrCO3', 'TiO2']"
"['SrTiO3', 'TiO2', 'BaCO3']",Ba0.5Sr0.5Ti1O3,0.5 BaCO3 + 0.5 SrTiO3 + 0.5 TiO2 == 1 Ba0.5Sr0.5TiO3 + 0.5 CO2,2011,['calcined'],[[1200.0]],[[5.0]],,,1200.0,5.0,10.1016/j.jlumin.2011.05.053,True,2,"['BaCO3', 'SrTiO3', 'TiO2']"
"['SrTiO3', 'BaTiO3']",Ba0.5Sr0.5Ti1O3,0.5 BaTiO3 + 0.5 SrTiO3 == 1 Ba0.5Sr0.5TiO3,2005,"['burned', 'sintered']","[[550.0], [2.0, 1250.0]]","[[10.0], [6.0]]",934.0,5.0,800.0,2.0,10.1149/1.2048167,True,4,"['BaTiO3', 'SrTiO3']"
"['SrCO3', 'Co3O4', 'Y2O3', 'BaCO3']",Ba0.5Sr0.5Y1Co2O5,0.5 BaCO3 + 0.667 Co3O4 + 0.5 SrCO3 + 0.5 Y2O3 == 1 YBa0.5Sr0.5Co2O5 + 1 CO2 + 0.083 O2,2011,"['calcined', 'sintered']","[[1000.0], [1100.0]]","[[12.0], [20.0]]",1100.0,20.0,1000.0,12.0,10.1016/j.ijhydene.2011.02.090,True,4,"['BaCO3', 'Co3O4', 'SrCO3', 'Y2O3']"
"['Fe(NO3)3', 'Sr(NO3)2', 'Ba(NO3)2', 'ZnO']",Ba0.5Sr0.5Zn0.2Fe0.8O3,0.5 Ba(NO3)2·9H2O + 0.8 Fe(NO3)3·9H2O + 0.3 O2 + 0.5 Sr(NO3)2 + 0.2 ZnO + 4.4 [OH-] == 1 Ba0.5Sr0.5Zn0.2Fe0.8O3 + 13.9 H2O + 4.4 [NO3-],2008,"['calcinations', 'fired']","[[950.0], [1000.0]]","[[5.0], [3.0]]",,,950.0,5.0,10.1016/j.jpowsour.2008.05.075,True,2,"['Ba(NO3)2', 'Fe(NO3)3', 'Sr(NO3)2', 'ZnO']"
"['ZrO2', 'Fe2O3', 'Co2O3', 'SrCO3', 'BaCO3']",Ba0.5Sr0.5Zr0.1Fe0.1Co0.8O3,0.5 BaCO3 + 0.4 Co2O3 + 0.05 Fe2O3 + 0.225 O2 + 0.5 SrCO3 + 0.1 ZrO2 == 1 Ba0.5Sr0.5Co0.8Fe0.1Zr0.1O3 + 1 CO2,2007,['calcined'],[[1049.85]],[[10.0]],,,1049.85,10.0,10.1016/j.mseb.2007.05.006,True,2,"['BaCO3', 'Co2O3', 'Fe2O3', 'SrCO3', 'ZrO2']"
"['TiO2', 'ZrO2', 'SrCO3', 'BaCO3']",Ba0.5Sr0.5Zr0.5Ti0.5O3,0.5 BaCO3 + 0.5 SrCO3 + 0.5 TiO2 + 0.5 ZrO2 == 1 Ba0.5Sr0.5Zr0.5Ti0.5O3 + 1 CO2,2014,['calcined'],[[1200.0]],[[5.0]],,,1200.0,5.0,10.1016/j.jmmm.2014.07.025,True,2,"['BaCO3', 'SrCO3', 'TiO2', 'ZrO2']"
"['Al2O3', 'SrCO3', 'SrF2', 'BaCO3']",Ba0.5Sr2.5Al1O4F1,0.5 Al2O3 + 0.5 BaCO3 + 2 SrCO3 + 0.5 SrF2 == 1 Sr2.5Ba0.5AlO4F + 2.5 CO2,2012,"['heating', 'annealed']","[[1050.0], [900.0]]","[[3.0], [1.0]]",,,900.0,1.0,10.1016/j.jlumin.2011.12.003,True,2,"['Al2O3', 'BaCO3', 'SrCO3', 'SrF2']"
"['TiO2', 'PbCO3', 'ZrO2', 'BaCO3']",Ba0.5Zr0.5Ti0.5Pb0.5O3,0.5 BaCO3 + 0.5 PbCO3 + 0.5 TiO2 + 0.5 ZrO2 == 1 Ba0.5Pb0.5Ti0.5Zr0.5O3 + 1 CO2,2007,"['presintered', 'presintered']","[[1000.0, 900.0], [1100.0]]","[[12.0], [12.0]]",1100.0,12.0,,,10.1007/s10853-006-0594-6,True,2,"['BaCO3', 'PbCO3', 'TiO2', 'ZrO2']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.65Sr0.35Ti1O3,0.65 BaCO3 + 0.35 SrCO3 + 1 TiO2 == 1 Ba0.65Sr0.35TiO3 + 1 CO2,2005,"['calcined', 'sintered']","[[980.0], [1380.0]]","[[], [12.0]]",1380.0,12.0,980.0,,10.1016/j.apsusc.2005.01.011,True,3,"['BaCO3', 'SrCO3', 'TiO2']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.67Sr0.33Ti1O3,0.67 BaCO3 + 0.33 SrCO3 + 1 TiO2 == 1 Ba0.67Sr0.33TiO3 + 1 CO2,2014,"['calcined', 'sintered', 'annealed']","[[1150.0], [1400.0], [700.0]]","[[2.0], [2.0], []]",1387.5,2.0,925.0,2.5,10.1063/1.4896548,True,4,"['BaCO3', 'SrCO3', 'TiO2']"
"['TiO2', 'SrCO3', 'Sm2O3', 'BaCO3']",Ba0.68Sr0.32Ti1O3,0.68 BaCO3 + 1 Sm2O3 + 0.32 SrCO3 + 1 TiO2 == 1 Ba0.68Sr0.32TiO3+Sm2O3 + 1 CO2,2009,"['calcination', 'sintered']","[[1080.0], [1320.0, 1300.0, 1280.0]]","[[2.0], [2.0]]",1320.0,2.0,1080.0,2.0,10.1016/j.materresbull.2008.03.030,True,4,"['BaCO3', 'Sm2O3', 'SrCO3', 'TiO2']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.68Sr0.32Ti1O3,0.68 BaCO3 + 0.32 SrCO3 + 1 TiO2 == 1 Ba0.68Sr0.32TiO3 + 1 CO2,2009,"['calcination', 'sintered']","[[1080.0], [1320.0, 1300.0, 1280.0]]","[[2.0], [2.0]]",1320.0,2.0,1080.0,2.0,10.1016/j.materresbull.2008.03.030,True,4,"['BaCO3', 'SrCO3', 'TiO2']"
"['TiO2', 'PbO', 'BaCO3']",Ba0.69Ti1Pb0.31O3,0.69 BaCO3 + 0.31 PbO + 1 TiO2 == 1 (Ba0.69Pb0.31)TiO3 + 0.69 CO2,2005,"['calcination', 'Sintering', 'heated']","[[900.0], [], [1020.0]]","[[1.5], [], [1.0]]",,,900.0,1.5,10.1016/j.ceramint.2004.06.021,True,2,"['BaCO3', 'PbO', 'TiO2']"
"['CaCO3', 'SiO2', 'BaCO3']",Ba0.6Ca0.4Si1O3,0.6 BaCO3 + 0.4 CaCO3 + 1 SiO2 == 1 (Ba0.6Ca0.4)SiO3 + 1 CO2,2005,['calcining'],[[1100.0]],[[2.0]],,,1100.0,2.0,10.1016/j.jeurceramsoc.2005.03.132,True,2,"['BaCO3', 'CaCO3', 'SiO2']"
"['Co3O4', 'CaCO3', 'BaCO3']",Ba0.6Ca2.4Co4O9,0.6 BaCO3 + 2.4 CaCO3 + 1.333 Co3O4 + 0.333 O2 == 1 Ca2.4Ba0.6Co4O9 + 3 CO2,2002,"['calcinated', 'sintered', 'sintered', 'annealed']","[[930.0], [1000.0], [1000.0], []]","[[24.0], [24.0], [24.0], [4.0]]",1000.0,24.0,930.0,4.0,10.1016/s0169-4332(02)00359-8,True,4,"['BaCO3', 'CaCO3', 'Co3O4']"
"['La2O3', 'Co3O4', 'BaCO3']",Ba0.6La0.4Co1O3,0.6 BaCO3 + 0.333 Co3O4 + 0.2 La2O3 + 0.233 O2 == 1 La0.4Ba0.6CoO3 + 0.6 CO2,2012,"['treated', 'treated', 'sintered']","[[850.0], [1100.0, 1150.0], [1200.0]]","[[20.0], [24.0], [4.0]]",1200.0,4.0,1166.5666666666666,6.0,10.1016/j.ijhydene.2012.01.155,True,4,"['BaCO3', 'Co3O4', 'La2O3']"
"['Co2O3', 'SrCO3', 'Nb2O5', 'BaCO3']",Ba0.6Sr0.4Nb0.1Co0.9O3,0.6 BaCO3 + 0.45 Co2O3 + 0.05 Nb2O5 + 0.2 O2 + 0.4 SrCO3 == 1 Ba0.6Sr0.4Co0.9Nb0.1O3 + 1 CO2,2010,['calcined'],"[[1100.0, 950.0]]","[[5.0, 10.0]]",,,1100.0,5.0,10.1016/j.jpowsour.2010.02.080,True,2,"['BaCO3', 'Co2O3', 'Nb2O5', 'SrCO3']"
"['SrCO3', 'Nb2O5', 'BaCO3']",Ba0.6Sr0.4Nb2O6,0.6 BaCO3 + 1 Nb2O5 + 0.4 SrCO3 == 1 Sr0.4Ba0.6Nb2O6 + 1 CO2,2004,['heated'],[[1300.0]],[[3.0]],1300.0,3.0,950.0,3.0,10.1016/j.jcrysgro.2004.03.062,True,4,"['BaCO3', 'Nb2O5', 'SrCO3']"
"['SrNb2O6', 'BaNb2O6']",Ba0.6Sr0.4Nb2O6,0.6 BaNb2O6 + 0.4 SrNb2O6 == 1 Sr0.4Ba0.6Nb2O6,2005,"['heated', 'sintered']","[[600.0], [1100.0]]","[[2.0], [3.0]]",1100.0,3.0,,,10.1016/j.jeurceramsoc.2003.12.027,True,2,"['BaNb2O6', 'SrNb2O6']"
"['Sm2O3', 'SrCO3', 'CoO', 'BaCO3']",Ba0.6Sr0.4Sm1Co2O5,0.6 BaCO3 + 2 CoO + 0.25 O2 + 0.5 Sm2O3 + 0.4 SrCO3 == 1 SmBa0.6Sr0.4Co2O5 + 1 CO2,2014,['calcined'],[[1100.0]],[[6.0]],,,1100.0,6.0,10.1016/j.ijhydene.2014.06.134,True,2,"['BaCO3', 'CoO', 'Sm2O3', 'SrCO3']"
"['TiO2', 'SrCO3', 'Mn(NO3)2', 'BaCO3']",Ba0.6Sr0.4Ti1Mn0.02O3,0.6 BaCO3 + 0.02 Mn(NO3)2·4H2O + 0.4 SrCO3 + 1 TiO2 + 0.04 [OH-] == 1 Ba0.6Sr0.4TiMn0.02O3 + 1 CO2 + 0.1 H2O + 0.01 O2 + 0.04 [NO3-],2006,"['maintained', 'annealed']","[[780.0], [550.0]]","[[], []]",,,550.0,,10.1016/j.matlet.2005.11.004,True,1,"['BaCO3', 'Mn(NO3)2', 'SrCO3', 'TiO2']"
"['TiO2', 'SrCO3', 'BaCO3']",Ba0.6Sr0.4Ti1O3,0.6 BaCO3 + 0.4 SrCO3 + 1 TiO2 == 1 Ba0.6Sr0.4TiO3 + 1 CO2,2001,"['calcined', 'sintered', 'sintered']","[[1050.0], [1280.0], [1300.0]]","[[], [], []]",1320.4166666666667,3.2222222222222223,978.9473684210526,3.230769230769231,10.1016/s0955-2219(01)00164-9,True,4,"['BaCO3', 'SrCO3', 'TiO2']"
"['SrTiO3', 'BaTiO3']",Ba0.6Sr0.4Ti1O3,0.6 BaTiO3 + 0.4 SrTiO3 == 1 Ba0.6Sr0.4TiO3,2008,"['burned', 'sintered']","[[550.0], [1500.0]]","[[6.0], [4.0]]",1272.5,3.6666666666666665,1033.3333333333333,3.0,10.1111/j.1551-2916.2008.02607.x,True,4,"['BaTiO3', 'SrTiO3']"
"['La2O3', 'SrCO3', 'CuO', 'BaCO3']",Ba0.6Sr1La1.4Cu2O6,0.6 BaCO3 + 2 CuO + 0.7 La2O3 + 0.15 O2 + 1 SrCO3 == 1 La1.4Ba0.6SrCu2O6 + 1.6 CO2,1998,"['calcining', 'treated']","[[1050.0], []]","[[], []]",,,1050.0,,10.1016/s0926-3373(97)00095-7,True,1,"['BaCO3', 'CuO', 'La2O3', 'SrCO3']"
"['Al2O3', 'Eu2O3', 'SrCO3', 'BaCO3', 'In2O3', 'SrF2']",Ba0.6Sr2.25Eu0.1Al0.95In0.05O4F1,0.475 Al2O3 + 0.6 BaCO3 + 0.05 Eu2O3 + 0.025 In2O3 + 1.75 SrCO3 + 0.5 SrF2 == 1 Sr2.25Ba0.6Eu0.1Al0.95In0.05O4F + 2.35 CO2,2012,"['annealing', 'treatments', 'post-annealed']","[[], [1050.0], [900.0]]","[[], [], []]",,,900.0,,10.1016/j.jssc.2012.05.033,True,1,"['Al2O3', 'BaCO3', 'Eu2O3', 'In2O3', 'SrCO3', 'SrF2']"
"['Eu2O3', 'SrCO3', 'BaCO3', 'Ga2O3', 'In2O3', 'SrF2']",Ba0.6Sr2.25Eu0.1In0.05Ga0.95O4F1,0.6 BaCO3 + 0.05 Eu2O3 + 0.475 Ga2O3 + 0.025 In2O3 + 1.75 SrCO3 + 0.5 SrF2 == 1 Sr2.25Ba0.6Eu0.1Ga0.95In0.05O4F + 2.35 CO2,2012,"['annealing', 'treatments', 'post-annealed']","[[], [1050.0], [900.0]]","[[], [], []]",,,900.0,,10.1016/j.jssc.2012.05.033,True,1,"['BaCO3', 'Eu2O3', 'Ga2O3', 'In2O3', 'SrCO3', 'SrF2']"
"['Sb2O3', 'CaCO3', 'SrCO3', 'BaCO3', 'TiO2']",Ba0.7368Sr0.16Ca0.1Ti1.01Sb0.0032O3,0.737 BaCO3 + 0.1 CaCO3 + 0.002 Sb2O3 + 0.16 SrCO3 + 1.01 TiO2 == 1 (Ba0.7368Ca0.1Sr0.16Sb0.0032)Ti1.01O3 + 0.997 CO2 + 0.011 O2,2005,"['annealed', 'annealed', 'sintered']","[[1050.0], [1050.0], [1320.0]]","[[1.0], [1.0], []]",1320.0,,1050.0,1.0,10.1016/j.sna.2005.04.005,True,3,"['BaCO3', 'CaCO3', 'Sb2O3', 'SrCO3', 'TiO2']"
