precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count
"['Fe(NO3)3', 'Ni(NO3)2', 'Zn(NO3)2']",Zn0.2Fe2Ni0.8O4,2 Fe(NO3)3 + 0.8 Ni(NO3)2 + 0.2 Zn(NO3)2 + 8 [OH-] == 1 Ni0.8Zn0.2Fe2O4 + 4 H2O + 8 [NO3-],2009,"['sintered', 'sintered', 'heated', 'heated']","[[1000.0], [1200.0], [400.0], [800.0]]","[[24.0], [], [3.0], [3.0]]",1200.0,24.0,,,10.1016/j.jmmm.2008.09.017,True,2
"['MnH6(CO)4', 'LiH3(CO)2', 'PH6NO4']",LiMnPO4,1 (C2H3O2)2Mn·4H2O + 1 LiC2H3O2 + 1 NH4H2PO4 + 3 [OH-] == 1 LiMnPO4 + 7 H2O + 1 NH3 + 3 [CH3COO-],2013,"['preheated', 'sintering', 'sintered']","[[350.0], [550.0], [550.0]]","[[8.0], [10.0], []]",550.0,10.0,,,10.1021/jp3122374,True,2
"['TiO2', 'Cr2O3', 'SrCO3']",Sr2TiCrO6,0.5 Cr2O3 + 0.25 O2 + 2 SrCO3 + 1 TiO2 == 1 Sr2TiCrO6 + 2 CO2,2019,"['pre-calcined', 'burnt', 'sintered']","[[1199.85], [399.85], [1349.85]]","[[10.0], [3.0], [10.0]]",1349.85,10.0,1199.85,10.0,10.1007/s10853-018-03298-3,True,4
"['MnO2', 'La2O3', 'CaCO3', 'Bi2O3']",Ca0.5La0.5Mn0.98Bi0.02O3,0.01 Bi2O3 + 0.5 CaCO3 + 0.25 La2O3 + 0.98 MnO2 == 1 La0.5Ca0.5Mn0.98Bi0.02O3 + 0.5 CO2 + 0.12 O2,2016,"['fired', 'heating', 'sintered']","[[799.85], [999.85], [1199.85]]","[[18.0], [18.0], [48.0]]",1199.85,48.0,,,10.1016/j.jmmm.2016.02.036,True,2
"['Ga2O3', 'Fe2O3']",Ga0.4Fe1.6O3,0.8 Fe2O3 + 0.2 Ga2O3 == 1 Fe1.6Ga0.4O3,2015,"['maintained', 'annealing', 'annealed', 'annealed', 'maintained']","[[], [], [600.0], [800.0], []]","[[], [], [], [2.0], []]",,,800.0,2.0,10.1016/j.jmmm.2014.12.020,True,2
"['MnO2', 'Li2CO3']",LiMn2O4,0.5 Li2CO3 + 2 MnO2 == 1 LiMn2O4 + 0.5 CO2 + 0.25 O2,1998,"['calcined', 'calcined', 'sintered', 'sintered', 'annealed']","[[800.0], [], [900.0], [], [800.0]]","[[8.0], [], [8.0], [], [10.0]]",742.225,15.0,716.0739130434783,17.0,10.1016/s0921-5107(98)00131-7,True,4
"['Yb2O3', 'VH4NO3', 'CaCO3']",Ca9YbV7O28,9 CaCO3 + 7 NH4VO3 + 0.5 Yb2O3 == 1 Ca9Yb(VO4)7 + 9 CO2 + 3.5 H2O + 7 NH3,2012,"['heated', 'sintered']","[[830.0], [1000.0]]","[[5.0], [5.0]]",1000.0,5.0,,,10.1016/j.matlet.2012.08.056,True,2
"['CeO2', 'SrCO3', 'MnO2', 'Co2O3']",Sr0.8Ce0.2Mn0.8Co0.2O3,0.2 CeO2 + 0.1 Co2O3 + 0.8 MnO2 + 0.8 SrCO3 == 1 Sr0.8Ce0.2Mn0.8Co0.2O3 + 0.8 CO2 + 0.05 O2,2008,"['calcined', 'sintered']","[[1200.0, 1000.0], [1400.0, 1200.0]]","[[2.0], [2.0]]",1400.0,2.0,1200.0,2.0,10.1016/j.ijhydene.2008.06.025,True,4
"['CoO', 'MgO', 'SrCO3', 'Ga2O3', 'La2O3']",Sr0.2La0.8Mg0.15Ga0.8Co0.05O2.8,0.05 CoO + 0.4 Ga2O3 + 0.4 La2O3 + 0.15 MgO + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.8Mg0.15Co0.05O2.8 + 0.2 CO2,2001,"['calcined', 'sintered', 'heated', 'heated']","[[1200.0], [1500.0], [1200.0], [650.0]]","[[], [], [], [2.0]]",1500.0,,1200.0,,10.1149/1.1409972,True,2
"['TiO2', 'Eu2O3']",Eu2Ti2O7,1 Eu2O3 + 2 TiO2 == 1 Eu2Ti2O7,2007,[],[],[],,,1150.0,4.0,10.1016/j.jpcs.2006.11.022,True,2
"['TiO2', 'La2O3', 'SrCO3', 'MnO2']",Sr0.5La0.5Ti0.5Mn0.5O3,0.25 La2O3 + 0.5 MnO2 + 0.5 SrCO3 + 0.5 TiO2 == 1 La0.5Sr0.5Mn0.5Ti0.5O3 + 0.5 CO2 + 0.125 O2,2009,"['heated', 'heated', 'sintered']","[[899.85], [1199.85], [1399.85]]","[[72.0], [24.0], []]",1399.85,,,,10.1016/j.jmmm.2009.01.015,True,1
"['CoO', 'Gd2O3', 'BaCO3']",BaGdCo2O5,1 BaCO3 + 2 CoO + 0.5 Gd2O3 + 0.25 O2 == 1 GdBaCo2O5 + 1 CO2,2003,"['calcined', 'fired']","[[1000.0], [1100.0]]","[[], [24.0]]",,,1100.0,20.0,10.1016/s0038-1098(03)00646-x,True,2
"['NiO', 'PH9(NO2)2', 'Li2CO3']",LiNiPO4,1 (NH4)2HPO4 + 0.5 Li2CO3 + 1 NiO == 1 LiNiPO4 + 0.5 CO2 + 1.5 H2O + 2 NH3,2018,"['pre-sintered', 'calcination']","[[550.0], [700.0]]","[[2.0], [4.0]]",550.0,2.0,700.0,4.0,10.1016/j.jeurceramsoc.2018.05.040,True,4
"['TiO2', 'La2O3', 'BaCO3']",Ba0.99La0.01Ti1O3,0.99 BaCO3 + 0.005 La2O3 + 1 TiO2 == 1 Ba0.99La0.01TiO3 + 0.99 CO2 + 0.002 O2,2014,"['fired', 'sintered']","[[1200.0], [1350.0]]","[[5.0], [48.0]]",1350.0,48.0,,,10.1016/j.tsf.2013.11.048,True,2
"['Nb2O5', 'V']",Nb9VO25,4.5 Nb2O5 + 1.25 O2 + 1 V == 1 VNb9O25,2009,['annealed'],[[1000.0]],[[24.0]],,,1000.0,24.0,10.1016/j.jssc.2009.05.015,True,2
"['NaF', 'CuSO4']",NaCuSO4F,1 CuSO4·nH2O + 1 NaF == 1 NaCuSO4F + n H2O,2012,"['heating', 'annealing']","[[300.0], []]","[[], [45.0]]",,,,45.0,10.1016/j.solidstatesciences.2011.09.004,True,1
"['TiO2', 'SrCO3', 'MnO2']",Sr0.98Ti1Mn0.02O3,0.02 MnO2 + 0.98 SrCO3 + 1 TiO2 == 1 Sr0.98Mn0.02TiO3 + 0.98 CO2 + 0.01 O2,2010,"['calcined', 'sintered']","[[1150.0], [1500.0]]","[[2.0], [5.0]]",1500.0,5.0,1150.0,2.0,10.1063/1.3298369,True,4
"['CaO', 'TiO2']",CaTiO3,1 CaO + 1 TiO2 == 1 CaTiO3,2010,[],[],[],1375.0,15.0,900.0,2.0,10.1007/s10973-010-0802-0,True,4
"['Al(HO)3', 'Ca(HO)2']",Ca12Al14O33,14 Al(OH)3 + 12 Ca(OH)2 == 1 Ca12Al14O33 + 33 H2O,2009,['calcined'],[[1000.0]],[[4.0]],,,1000.0,4.0,10.1016/j.fuproc.2009.02.007,True,2
"['Al(HO)3', 'SrCO3', 'SiO2', 'Eu2O3']",Sr1.96Eu0.04Al2Si1O7,2 Al(OH)3 + 0.02 Eu2O3 + 1 SiO2 + 1.96 SrCO3 == 1 Sr1.96Eu0.04Al2SiO7 + 1.96 CO2 + 3 H2O + 0.01 O2,2009,['calcined'],[[1250.0]],[[4.0]],,,1250.0,4.0,10.1016/j.jlumin.2008.10.009,True,2
"['SrCO3', 'Co3O4', 'Y2O3']",Sr3Y(CoO3)4,1.333 Co3O4 + 1.083 O2 + 3 SrCO3 + 0.5 Y2O3 == 1 Sr3YCo4O12 + 3 CO2,2007,"['sintered', 'sintered']","[[1100.0], [1100.0]]","[[12.0], [48.0]]",1100.0,48.0,,,10.1016/j.progsolidstchem.2007.01.008,True,2
"['SiO2', 'Li2CO3']",Li2Si,1 Li2CO3 + 2 SiO2 == 1 Li2O-2SiO2 + 1 CO2,2007,[],[],[],,,415.0,6.5,10.1111/j.1551-2916.2006.01478.x,True,2
"['SrCO3', 'Fe2O3']",Sr3Fe2O7,1 Fe2O3 + 0.5 O2 + 3 SrCO3 == 1 Sr3Fe2O7 + 3 CO2,1999,"['fired', 'annealed']","[[1100.0], [900.0]]","[[48.0], [170.0]]",1300.0,24.0,1019.97,43.6,10.1016/s0022-3697(99)00158-4,True,4
"['SrCO3', 'Mn2O3']",Sr3Mn2O6,1 Mn2O3 + 3 SrCO3 == 1 Sr3Mn2O6 + 3 CO2,2013,"['heated', 'calcination', 'annealing']","[[], [], [590.0]]","[[], [], [10.0]]",,,590.0,10.0,10.1016/j.materresbull.2012.12.073,True,2
"['Nd2O3', 'SrCO3', 'Mn3O4']",Sr0.3Nd0.7Mn1O3,0.333 Mn3O4 + 0.35 Nd2O3 + 0.158 O2 + 0.3 SrCO3 == 1 Nd0.7Sr0.3MnO3 + 0.3 CO2,2009,"['presintered', 'sintered']","[[1000.0], [1200.0]]","[[10.0], [10.0]]",1200.0,10.0,,,10.1016/j.physc.2008.12.004,True,2
"['NiO', 'Fe2O3', 'ZnO']",Zn0.2Fe2Ni0.8O4,1 Fe2O3 + 0.8 NiO + 0.2 ZnO == 1 Ni0.8Zn0.2Fe2O4,2006,['calcined'],[[1000.0]],[[3.0]],1100.0,9.5,1052.857142857143,4.571428571428571,10.1016/j.ssc.2005.11.017,True,4
"['SiO2', 'Fe2O3']",Fe2SiO4,1 Fe2O3 + 1 SiO2 == 1 Fe2SiO4 + 0.5 O2,2002,"['sintered', 'heated']","[[1000.0], [50.0]]","[[], [24.0]]",1000.0,,,,10.1016/s0025-5408(02)00748-1,True,1
"['TiO2', 'CeO2', 'Nb2O5', 'BaCO3']",Ba3Ce3Ti5Nb5O30,3 BaCO3 + 3 CeO2 + 2.5 Nb2O5 + 5 TiO2 == 1 Ba3Ce3Ti5Nb5O30 + 3 CO2 + 0.75 O2,2003,"['calcined', 'calcined', 'sintered', 'cured']","[[1300.0], [], [1350.0], [700.0]]","[[3.0], [], [3.0], []]",1350.0,3.0,1300.0,3.0,10.1016/s0167-577x(03)00276-3,True,4
"['LiP(HO2)2', 'MnH6(CO)4', 'Fe(CO2)2']",Li1Mn0.5Fe0.5P1O4,0.5 FeC2O4·2H2O + 1 LiH2PO4 + 0.5 Mn(CH3COO)2·4H2O + 1.5 [OH-] == 1 LiMn0.5Fe0.5PO4 + 4 H2O + 0.75 O2 + 1.5 [CH3COO-],2020,['sintered'],[[650.0]],[[]],650.0,,,,10.1016/j.jallcom.2020.155653,True,1
"['Yb2O3', 'Al2O3', 'Sc2O3', 'Y2O3']",Yb0.3Y2.7Sc0.25Al4.75O12,2.375 Al2O3 + 0.125 Sc2O3 + 1.35 Y2O3 + 0.15 Yb2O3 == 1 Yb0.3Y2.7Sc0.25Al4.75O12,2020,"['calcined', 'calcined', 'sintered', 'sintered', 'annealed']","[[800.0], [600.0], [1820.0, 1750.0], [1820.0], [1450.0]]","[[4.0], [4.0], [30.0], [], [20.0]]",1820.0,30.0,1450.0,20.0,10.1016/j.jallcom.2019.152637,True,4
"['SiO2', 'Li3PO4', 'Li2CO3']",LiSiPO,1 CO2 + -1 Li2CO3 + 1 Li3PO4 + 1 SiO2 == 1 LiSiPO + 2 O2,2004,"['annealing', 'calcinating', 'annealed']","[[], [1100.0], [700.0]]","[[], [2.0], [2.0]]",,,700.0,2.0,10.1016/j.ssi.2003.11.034,True,2
"['Nb2O5', 'Na2CO3', 'CaCO3', 'SrCO3']",Na1Sr1.9Ca0.1Nb5O15,0.1 CaCO3 + 0.5 Na2CO3 + 2.5 Nb2O5 + 1.9 SrCO3 == 1 Sr1.9Ca0.1NaNb5O15 + 2.5 CO2,2004,"['calcined', 'sintered']","[[], [1400.0, 800.0]]","[[], [2.0, 2.0]]",1400.0,2.0,,,10.1016/s0040-6090(03)01486-x,True,2
"['MoO3', 'Fe2O3', 'Co2O3', 'SrCO3', 'La2O3']",Sr0.4La0.6Fe0.7Co0.2Mo0.1O3,0.1 Co2O3 + 0.35 Fe2O3 + 0.3 La2O3 + 0.1 MoO3 + 0.025 O2 + 0.4 SrCO3 == 1 La0.6Sr0.4Co0.2Fe0.7Mo0.1O3 + 0.4 CO2,2019,"['sintered', 'reduced']","[[1200.0], [1000.0]]","[[10.0], [10.0]]",1200.0,10.0,,,10.1016/j.electacta.2019.134857,True,2
"['TiO2', 'La2O3', 'SrCO3']",Sr0.7La0.3Ti1O3,0.15 La2O3 + 0.7 SrCO3 + 1 TiO2 == 1 La0.3Sr0.7TiO3 + 0.7 CO2 + 0.075 O2,2013,"['calcining', 'calcined', 'reduced']","[[1000.0], [1300.0], [1400.0]]","[[4.0], [5.0], [10.0]]",1500.0,10.0,1300.0,5.0,10.1039/c3ta11315a,True,4
"['Nd2O3', 'SrCO3', 'Fe2O3']",SrNdFeO4,0.5 Fe2O3 + 0.5 Nd2O3 + 1 SrCO3 == 1 SrNdFeO4 + 1 CO2,2012,['calcined'],[[1200.0]],[[]],,,1200.0,,10.1103/physrevb.85.224429,True,1
"['CaO', 'Al2O3', 'SiO2']",Ca2Al2SiO7,1 Al2O3 + 2 CaO + 1 SiO2 == 1 Ca2Al2SiO7,2018,"['calcining', 'melting', 'annealing']","[[800.0], [1650.0], []]","[[], [12.0], []]",,,800.0,,10.1111/ijag.12276,True,1
"['Li2CO3', 'Bi2O3']",LiBiO2,0.5 Bi2O3 + 0.5 Li2CO3 == 1 LiBiO2 + 0.5 CO2,2003,[],[],[],,,600.0,1.0,10.1016/s0022-4596(03)00297-4,True,2
"['CeO2', 'Nd2O3', 'CuO']",Ce0.15Nd1.85Cu5.7O1,0.15 CeO2 + 5.7 CuO + 0.925 Nd2O3 == 1 (Nd0.925Ce0.075)2Cu5.7O + 3.888 O2,2007,"['calcined', 'sintered', 'sintered']","[[1020.0], [1235.0], [970.0]]","[[12.0], [12.0], []]",970.0,12.0,1020.0,12.0,10.1016/j.physc.2007.04.012,True,4
"['TiO2', 'SrCO3', 'Mn(NO3)2', 'BaCO3']",Ba0.6Sr0.4Ti1Mn0.02O3,0.6 BaCO3 + 0.02 Mn(NO3)2·4H2O + 0.4 SrCO3 + 1 TiO2 + 0.04 [OH-] == 1 Ba0.6Sr0.4TiMn0.02O3 + 1 CO2 + 0.1 H2O + 0.01 O2 + 0.04 [NO3-],2006,"['maintained', 'annealed']","[[780.0], [550.0]]","[[], []]",,,550.0,,10.1016/j.matlet.2005.11.004,True,1
"['LiP(HO2)2', 'Fe(NO3)3']",LiFePO4,1 Fe(NO3)3·9H2O + 1 LiH2PO4 + 3 [OH-] == 1 LiFePO4 + 11.5 H2O + 0.25 O2 + 3 [NO3-],2011,"['heated', 'sintered']","[[350.0], [600.0]]","[[2.0], [12.0]]",600.0,12.0,,,10.1002/adfm.201002059,True,2
"['Sc2O3', 'ZrO2', 'CaCO3']",Ca1Zr0.9Sc0.1O3,1 CaCO3 + 0.025 O2 + 0.05 Sc2O3 + 0.9 ZrO2 == 1 CaZr0.9Sc0.1O3 + 1 CO2,2020,"['calcined', 'sintered']","[[1300.0], [1600.0]]","[[], []]",1600.0,,1300.0,,10.1111/jace.16968,True,2
"['Ga2O3', 'La2O3', 'SrCO3']",SrLaGa3O7,1.5 Ga2O3 + 0.5 La2O3 + 1 SrCO3 == 1 LaSrGa3O7 + 1 CO2,2015,['reaction'],"[[1350.0, 1200.0]]","[[12.0, 12.0]]",1340.0,15.0,1100.0,,10.1016/j.jssc.2015.07.020,True,3
"['TiO2', 'Na2CO3', 'Sm2O3']",Na0.5Sm0.5Ti1O3,0.25 Na2CO3 + 0.25 Sm2O3 + 1 TiO2 == 1 Na0.5Sm0.5TiO3 + 0.25 CO2,2018,['calcined'],[[1300.0]],[[2.0]],,,1300.0,2.0,10.1016/j.apsusc.2017.11.207,True,2
"['GeO2', 'NiO']",Ni2GeO4,1 GeO2 + 2 NiO == 1 GeNi2O4,2006,['calcined'],[[1200.0]],[[48.0]],,,1200.0,36.0,10.1103/physrevb.73.184436,True,2
"['Fe2O3', 'CuO', 'BaCO3']",Ba1Fe0.85Cu0.15O3,1 BaCO3 + 0.15 CuO + 0.425 Fe2O3 + 0.288 O2 == 1 BaFe0.85Cu0.15O3 + 1 CO2,2016,[],[],[],950.0,5.0,,,10.1016/j.ijhydene.2016.01.071,True,2
"['La2O3', 'Fe2O3', 'BaCO3']",Ba0.5La0.5Fe1O3,0.5 BaCO3 + 0.5 Fe2O3 + 0.25 La2O3 + 0.125 O2 == 1 La0.5Ba0.5FeO3 + 0.5 CO2,2010,['fired'],[[1196.85]],[[15.0]],1226.85,24.0,926.85,24.0,10.1016/j.jmmm.2010.06.031,True,4
"['Co2O3', 'Fe2O3', 'BaCO3']",BaFe6CoO11,2 BaCO3 + 1 Co2O3 + 6 Fe2O3 == 1 Ba2Co2Fe12O22 + 2 CO2 + 0.5 O2,2011,['calcinated'],[[1050.0]],[[3.0]],,,1050.0,3.0,10.1063/1.3615935,True,2
"['Y2O3', 'CuO', 'BaCO3']",Ba2.4Y1.8Cu3.4O1,2.4 BaCO3 + 3.4 CuO + 0.9 Y2O3 == 1 Y1.8Ba2.4Cu3.4O + 2.4 CO2 + 3.75 O2,2000,[],[],[],915.0,20.0,600.0,14.0,10.1016/s0921-4534(00)00053-8,True,4
"['SnO2', 'CrO3', 'CaCO3', 'SiO2']",Ca1Cr0.04Si1Sn0.97O5,1 CaCO3 + 0.04 CrO3 + 1 SiO2 + 0.97 SnO2 == 1 CaCr0.04Sn0.97SiO5 + 1 CO2 + 0.03 O2,2008,"['calcined', 'fired']","[[], [1140.0]]","[[3.0], []]",,,,3.0,10.1016/j.jhazmat.2007.12.075,True,1
"['CaCO3', 'Bi2O3']",Ca4Bi6O13,3 Bi2O3 + 4 CaCO3 == 1 Ca4Bi6O13 + 4 CO2,1998,['treated'],[[850.0]],[[36.0]],,,599.85,,10.1016/s0025-5408(98)00065-8,True,1
"['SnO2', 'SrCO3']",Sr3Sn2O7,2 SnO2 + 3 SrCO3 == 1 Sr3Sn2O7 + 3 CO2,2017,['sintered'],[[1450.0]],[[5.0]],1450.0,5.0,,,10.1016/j.jlumin.2017.07.004,True,2
"['TiO2', 'Cr2O3', 'Fe2O3', 'Bi2O3']",Ti3CrFe(BiO3)6,3 Bi2O3 + 0.5 Cr2O3 + 0.5 Fe2O3 + 3 TiO2 == 1 Bi6FeCrTi3O18,2012,"['prefired', 'sintered']","[[600.0], [800.0]]","[[20.0], []]",800.0,,,,10.1103/physrevb.86.104410,True,1
"['BH310O3', 'NiO', 'Fe2O3']",FeNi2BO5,0.5 Fe2O3 + 1 H310BO3 + 2 NiO + 76.75 O2 == 1 Ni2FeBO5 + 155 H2O,2008,[],[],[],1000.0,24.0,500.0,24.0,10.1016/j.jnucmat.2007.08.014,True,4
"['Mn2O3', 'Li2CO3']",Li2MnO3,1 Li2CO3 + 0.5 Mn2O3 + 0.25 O2 == 1 Li2MnO3 + 1 CO2,2007,"['heating', 'reheating']","[[650.0], [850.0]]","[[12.0], [24.0]]",,,700.0,10.0,10.1021/cm702241a,True,2
"['SnO2', 'SrCO3']",SrSnO3,1 SnO2 + 1 SrCO3 == 1 SrSnO3 + 1 CO2,1998,"['calcination', 'calcination', 'calcined', 'fired']","[[1199.85], [499.85], [499.85], [499.85]]","[[6.0], [5.0], [5.0], []]",1276.6666666666667,12.0,866.6166666666667,6.333333333333333,10.1016/s0925-4005(98)00263-9,True,4
"['La2O3', 'Bi2O3']",La10Bi8O27,4 Bi2O3 + 5 La2O3 == 1 Bi8La10O27,2009,"['fired', 'calcined', 'calcined', 'fired']","[[900.0], [700.0], [], [1000.0]]","[[], [12.0], [], [24.0]]",,,700.0,12.0,10.1021/cm901770n,True,2
"['TiO2', 'CaCO3', 'Bi(NO3)3', 'BaCO3']",Ba0.75Ca0.25Ti4Bi4O15,0.75 BaCO3 + 4 Bi(NO3)3·5H2O + 0.25 CaCO3 + 4 TiO2 + 12 [OH-] == 1 Ba0.75Ca0.25Bi4Ti4O15 + 1 CO2 + 26 H2O + 12 [NO3-],2018,"['calcinated', 'calcined']","[[850.0], [1150.0]]","[[4.0], [48.0]]",,,1150.0,48.0,10.1016/j.materresbull.2018.09.006,True,2
"['TiO2', 'Fe2O3', 'Bi2O3']",Ti3Fe(BiO3)5,2.5 Bi2O3 + 0.5 Fe2O3 + 3 TiO2 == 1 Bi5FeTi3O15,2008,"['calcined', 'calcination', 'presintered', 'sintered']","[[800.0], [], [640.0], [825.0]]","[[24.0], [], [8.0], [4.0]]",1012.7611111111112,3.375,815.6928571428572,10.428571428571429,10.1016/j.ssc.2008.05.025,True,4
"['MoO3', 'LiHO']",Li2MoO4,2 LiOH + 1 MoO3 == 1 Li2MoO4 + 1 H2O,2018,"['heating', 'calcination']","[[], [1050.0]]","[[], [5.0]]",,,1050.0,5.0,10.1149/2.0661807jes,True,2
"['CaCO3', 'BaCO3', 'ZnO', 'TiO2', 'Nd2O3']",Ba2CaNd2Ti3Zn2O14,2 BaCO3 + 1 CaCO3 + 1 Nd2O3 + 3 TiO2 + 2 ZnO == 1 Nd2Ba2CaZn2Ti3O14 + 3 CO2,2003,"['heated', 'heating', 'sintered']","[[1000.0], [1200.0, 1100.0], [1200.0]]","[[20.0], [5.0, 10.0], [14.0]]",1200.0,14.0,,,10.1021/cm030043p,True,2
"['CeO2', 'RuO2', 'SrCO3', 'Gd2O3', 'CuO']",Sr2Ce0.5Gd1.5Cu2Ru1O10,0.5 CeO2 + 2 CuO + 0.75 Gd2O3 + 0.375 O2 + 1 RuO2 + 2 SrCO3 == 1 RuSr2Gd1.5Ce0.5Cu2O10 + 2 CO2,2003,['heating'],[[270.0]],[[]],,,420.0,,10.1016/s0921-4534(02)02313-4,True,1
"['ZrO2', 'PH3O4']",ZrP2O7,2 H3PO4 + 1 ZrO2 == 1 ZrP2O7 + 3 H2O,2008,[],[],[],1000.0,3.0,400.0,1.0,10.1111/j.1551-2916.2008.02610.x,True,4
"['BaO', 'HgO', 'CuO']",Ba2CuHgO4,2 BaO + 1 CuO + 1 HgO == 1 HgBa2CuO4,2001,['sintering'],[[780.0]],[[10.0]],780.0,10.0,,,10.1016/s0038-1098(00)00515-9,True,2
"['MnO2', 'CaCO3', 'CuO']",Ca3Mn1.05Cu0.95O6,3 CaCO3 + 0.95 CuO + 1.05 MnO2 == 1 Ca3Cu0.95Mn1.05O6 + 3 CO2 + 0.025 O2,2012,"['heated', 'anneal']","[[1200.0, 1130.0, 950.0], [1000.0]]","[[24.0, 30.0], [4.0]]",,,1000.0,4.0,10.1039/c1ce05788j,True,2
"['Co(NO3)2', 'Nb2O5', 'Bi(NO3)3', 'BaCO3']",Ba1Nb0.15Co0.8Bi0.05O3,1 BaCO3 + 0.05 Bi(NO3)3·5H2O + 0.8 Co(NO3)2·6H2O + 0.075 Nb2O5 + 0.375 O2 + 1.75 [OH-] == 1 BaBi0.05Co0.8Nb0.15O3 + 1 CO2 + 5.925 H2O + 1.75 [NO3-],2015,['calcined'],[[1250.0]],[[12.0]],,,1250.0,12.0,10.1016/j.ijhydene.2015.04.019,True,2
"['SnO2', 'TiO2', 'BaCO3']",Ba1Ti0.95Sn0.05O3,1 BaCO3 + 0.05 SnO2 + 0.95 TiO2 == 1 BaTi0.95Sn0.05O3 + 1 CO2,2015,['calcinated'],[[1100.0]],[[]],,2.0,1100.0,,10.1063/1.4919097,True,2
"['Fe2O3', 'PH9(NO2)2', 'Li2CO3']",LiFePO4,1 (NH4)2HPO4 + 0.5 Fe2O3 + 0.5 Li2CO3 == 1 LiFePO4 + 0.5 CO2 + 1.5 H2O + 2 NH3 + 0.25 O2,2014,"['treated', 'calcined']","[[350.0], [700.0]]","[[6.0], [24.0]]",,,700.0,24.0,10.1016/j.matlet.2014.02.017,True,2
"['Na2W2O7', 'WO3']",Na2W4O13,1 Na2W2O7 + 2 WO3 == 1 Na2W4O13,2018,['calcined'],[[690.0]],[[24.0]],,,690.0,24.0,10.1002/aelm.201800352,True,2
"['La2O3', 'Fe2O3', 'Bi2O3']",La0.1Fe1Bi1O3,0.5 Bi2O3 + 0.5 Fe2O3 + 0.05 La2O3 == 1 (Bi1.00La0.10)FeO3 + 0.075 O2,2009,"['calcined', 'Sintering']","[[900.0], []]","[[2.0], []]",,,875.0,2.0,10.1016/j.apsusc.2008.12.009,True,2
"['Mn3O4', 'Co3O4', 'NiO', 'ZnO']",Mn1.25Zn0.75Co0.5Ni0.5O4,0.167 Co3O4 + 0.417 Mn3O4 + 0.5 NiO + 0.208 O2 + 0.75 ZnO == 1 Zn0.75Ni0.5Co0.5Mn1.25O4,2013,"['calcined', 'sintered']","[[850.0], [900.0]]","[[5.0], []]",900.0,,850.0,5.0,10.1111/ijac.12045,True,3
"['Y2O3', 'Fe2O3', 'BaCO3']",BaYFeO4,1 BaCO3 + 0.5 Fe2O3 + 0.5 Y2O3 == 1 BaYFeO4 + 1 CO2,2019,"['annealed', 'annealed', 'annealing', 'annealing', 'annealing']","[[1246.85, 1156.85, 1296.85, 1246.85, 1156.85], [1146.85], [1296.85], [1246.85, 1156.85], []]","[[48.0, 48.0, 38.0, 18.0, 48.0], [], [48.0], [48.0, 48.0], []]",,,1246.85,48.0,10.1016/j.jallcom.2019.151963,True,2
"['Ni2O3', 'NiO', 'CuO', 'ZnO']",ZnCuNi,1 CuO + -3 Ni2O3 + 7 NiO + 1 ZnO == 1 NiCuZn,2006,['sintered'],"[[1050.0, 1000.0, 950.0]]",[[2.0]],1050.0,2.0,,,10.1016/j.matlet.2005.10.076,True,2
"['Al2O3', 'La2O3', 'Er2O3']",La0.99Er0.01Al1O3,0.5 Al2O3 + 0.005 Er2O3 + 0.495 La2O3 == 1 La0.99Er0.01AlO3,2017,"['treatment', 'sintered']","[[800.0], [1500.0]]","[[10.0], [10.0]]",1500.0,10.0,,,10.1039/c7tb01332a,True,2
"['TiO2', 'LiCO3', 'BaCO3']",BaLi2Ti6O14,1 BaCO3 + 2 LiCO3 + 6 TiO2 == 1 Li2BaTi6O14 + 3 CO2 + 0.5 O2,2015,"['heated', 'calcined']","[[600.0], []]","[[], []]",,,950.0,,10.1016/j.jpowsour.2014.12.132,True,1
"['Nb2O5', 'Ta2O5', 'Bi2O3', 'SrCO3', 'Pr6O11']",Sr1Pr0.15Ta1.6Nb0.4Bi1.85O9,0.925 Bi2O3 + 0.2 Nb2O5 + 0.025 Pr6O11 + 1 SrCO3 + 0.8 Ta2O5 == 1 SrBi1.85Pr0.15(Nb0.2Ta0.8)2O9 + 1 CO2 + 0.025 O2,2017,"['calcined', 'sintered']","[[900.0], [1200.0]]","[[5.0], [4.0]]",1200.0,4.0,900.0,5.0,10.1016/j.actamat.2016.11.001,True,4
['Ta0.4Nb1.6O5'],Ta0.2Nb0.8O3,0.5 (Nb0.8Ta0.2)2O5 + 0.25 O2 == 1 (Nb0.8Ta0.2)O3,2013,"['calcined', 'calcined']","[[1200.0], [950.0]]","[[10.0], []]",,,950.0,10.0,10.1007/s10854-012-0803-9,True,2
"['TiS2', 'S', 'Pb']",Ti1Pb0.59S2.59,0.59 Pb + 0.59 S + 1 TiS2 == 1 (PbS)0.59TiS2,2001,"['annealing', 'annealed']","[[900.0], []]","[[], []]",,,900.0,,10.1016/s0167-2738(01)00825-6,True,1
